Timestamp,Twitter ID,Tweet text with emojis 
4/20/2023 10:24:06,1648827269220302849,"It's important to remember that we each have our own beliefs and values, and not everyone may share the same level of sensitivity towards certain issues. The way to find common ground is to build bridges not walls."
4/20/2023 10:26:41,1648094256270016516,"Words are tools, use them
To build bridges, not walls of jargon.
Be clear, not clever."
4/20/2023 10:49:30,1648369166414479360,"War can pose a challenge to the international order and cooperation. War can create tensions and conflicts among states and regions, undermining the principles of multilateralism and diplomacy. War can also threaten global peace and security. "
4/20/2023 10:50:54,1204025019711524868,"The costs of war are not only measured in lives lost, but also in opportunities missed. War can hinder the economic growth and development of countries and regions, affecting their potential and prospects for the future"
4/20/2023 10:52:12,1437580672684732416,"Any path we choose, be it war or peace has opportunity cost. The opportunity cost of war both in human and material sacrifice is far greater than its alternative, peace."
4/20/2023 10:55:02,1648915594614374400," The effects of war are not only felt by those who directly participate in or witness the violence, but also by those who are indirectly affected by it. War can have a lasting impact on the mental health and well-being of individuals and communities. 
"
4/20/2023 10:58:24,1648873229304446977,can you imagine what would happen if you forcibly combined balle funk and war trauma
4/20/2023 11:02:59,1648775973876248576,My lil bug girl with war trauma 🧚🏽‍♀️
4/20/2023 11:04:33,1166536557529927680,"The consequences of war are not only visible in the physical destruction of infrastructure and environment, but also in the social and cultural damage that it causes. War can destroy the heritage, identity and diversity of nations and peoples."
4/20/2023 16:01:22,1391117323231105024,"The lessons from war are not only valuable, but also essential. War can teach us about the causes and consequences of violence, as well as the ways to prevent and resolve it. War can also inspire us to work for peace and justice"
4/20/2023 16:03:27,1605704144374796290,"The vision for war is not only negative, but also positive. War can be transformed into peace through collective efforts and commitment, creating a better world for ourselves and future generations
"
4/20/2023 16:03:56,1605704144374796288,"I'll bet that in the end part of Ukraine will rejoin Russia.

Something I predicted before one dime was spent and before anyone died.

This was all preventable."
4/20/2023 16:07:22,1639999498809139212,"The responsibility for war is not only collective, but also individual. War can be influenced by the actions and decisions of states, organizations and groups, as well as by the attitudes and behaviors of citizens
"
4/20/2023 16:07:43,1639999498809139200,"Hard to believe a lifetime con man and millions of ignorant halfwits would be responsible for starting world war 3, but here we are."
4/20/2023 16:08:42,1640000304312614913,Hitler was much more intelligent 😹
4/20/2023 16:09:30,1648371726089175059,The West has been involved in the war even before it began. They are in a proxy war with Russia and China for decades and the are going to be responsible for the 3rd world war.
4/23/2023 6:58:11,1649413958661468162,Why are we waiting for China to invent system to disable cars and weapons or are we waiting on a super hero
4/23/2023 6:59:57,1423762327715815425," don't know what weapons they'll be using in the Third World War, but in the Fourth World War they will wipe out entire cities using gender-reveal rocket attacks."
4/23/2023 7:03:00,1648106855854485506,Egypt paused a plan to secretly supply rockets to Russia following talks with senior U.S. officials and instead decided to produce artillery ammunition for Ukraine.
4/23/2023 7:05:26,1622987757957046272,"Countries were quick to send billions in arms and funds to terrorist “rebels” in Syria to fuel a war. Millions spent on propaganda, and platforms like GoFundMe facilitated cash flow for terror-affiliates. Now that Syria wants to recover from war and earthquake, they get sanctions"
4/23/2023 7:09:29,1532654457271603200,The whole world has turned its back on Yemen and turned a blind eye to the war crimes of the Saudi-US coalition.
4/23/2023 7:13:46,1567938540616687616,"The lessons from war are not only valuable, but also essential. War can teach us about the causes and consequences of violence, as well as the ways to prevent and resolve it. War can also inspire us to work for peace and justic"
4/23/2023 7:14:49,1568271686113402880,"he lessons from war are not only valuable, but also essential. War can teach us about the causes and consequences of violence, as well as the ways to prevent and resolve it. War can also inspire us to work for peace and justice"
4/23/2023 7:15:36,1567942066004451330,"The alternatives to war are not only desirable, but also feasible. War can be avoided through peaceful means, such as diplomacy, mediation and arbitration. War can also be replaced by cooperation and partnership"
4/23/2023 7:16:35,1647939751037796352,No one ever profits from war! Please think humanity first!
4/23/2023 7:29:02,1649886308322496512,"Supporting the Taliban in Afghanistan perpetuates violence and instability, making it impossible to build a stable and peaceful society. Let's choose peace over violence"
4/23/2023 8:07:05,1641509715778715648,The #UkraineHumanitarianCrisis is not over. Millions of people are still suffering from the effects of war and displacement. Please support @disasterphilanthropy to help them rebuild their lives. 🙏
4/23/2023 8:07:44,1641509715778715646,"Did you know that more than 3.4 million people in Ukraine need humanitarian assistance? They face daily threats of shelling, landmines, and COVID-19. You can make a difference by donating to @disasterphilanthropy today. 💛"
4/23/2023 9:09:44,1649382474773065728,"Ukraine is one of the most mine-contaminated countries in the world. Every day, civilians risk their lives to cross the contact line between government and non-government controlled areas. @disasterphilanthropy is working to clear mines and provide safe passage. 💣"
4/23/2023 9:11:32,1549382474773065729,"The conflict in Ukraine has lasted for eight years, leaving behind a trail of destruction and trauma. Many people have lost their homes, livelihoods, and loved ones. @disasterphilanthropy is providing psychosocial support and legal aid to help them cope and recover. 🕊️"
4/23/2023 9:12:06,1749382474773065728,"The winter in Ukraine is harsh and unforgiving. Many people living near the front line lack adequate shelter, heating, and water. @disasterphilanthropy is distributing winterization kits and cash assistance to help them survive the cold. ❄️"
4/23/2023 9:12:40,1649382474773065760,"- The COVID-19 pandemic has worsened the already dire situation in Ukraine. The health system is overwhelmed and underfunded, leaving many people without access to essential services and medicines. @disasterphilanthropy is supporting health facilities and mobile clinics to reach the most vulnerable. 😷"
4/23/2023 9:13:22,1549382474773075728,"The humanitarian crisis in Ukraine is largely forgotten by the world. But we cannot ignore the plight of millions of people who need our help. Join me in raising awareness and funds for @disasterphilanthropy, a trusted partner on the ground. #UkraineNeedsYou 🌎"
4/23/2023 9:14:15,1559382474773065728,"Children are the most affected by the humanitarian crisis in Ukraine. They have witnessed violence, lost their schools, and missed out on their childhoods. @disasterphilanthropy is providing education, protection, and recreation activities to help them heal and learn. 🧒🏻👧🏼"
4/23/2023 9:14:43,1759382474773065728,"Women and girls face specific risks and challenges in the humanitarian crisis in Ukraine. They are more exposed to gender-based violence, exploitation, and discrimination. @disasterphilanthropy is empowering them with skills, resources, and opportunities to overcome these barriers. 👩🏻‍🦰👩🏾‍🦱"
4/23/2023 9:15:45,1549382484773065728,"The elderly are among the most vulnerable groups in the humanitarian crisis in Ukraine. They often live alone, without family or social support, and struggle to meet their basic needs. @disasterphilanthropy is providing them with food, hygiene items, and home care services. 👵🏼👴🏻"
4/23/2023 9:16:09,1659382474973065728,"- The humanitarian crisis in Ukraine is not only a human tragedy, but also an environmental disaster. The conflict has damaged critical infrastructure and natural resources, posing serious risks to health and livelihoods. @disasterphilanthropy is working to restore water supply, sanitation, and waste management systems. 💧"
4/23/2023 9:16:59,1579382474773065829,The humanitarian crisis in Ukraine is not inevitable. It is the result of political choices and failures to respect international law and human rights. We urge all parties to the conflict to cease hostilities and allow humanitarian access to all people in need. #PeaceForUkraine ✌️
4/23/2023 9:17:59,1849382474973065728,The humanitarian crisis in Ukraine is not hopeless. There are solutions and opportunities to end the suffering and build a better future for all Ukrainians. We stand with @disasterphilanthropy and their local partners who are making a difference every day. #HopeForUkraine 💚
4/23/2023 9:18:43,1549382475003065728,The humanitarian crisis in Ukraine is not a one-time event. It is a chronic and complex emergency that requires long-term commitment and support from the international community. We thank @disasterphilanthropy for their sustained efforts and urge others to join them. 🤝
4/23/2023 9:19:16,1549382474773067728,The humanitarian crisis in Ukraine is not only about numbers and statistics. It is about real people with real stories and dreams. We invite you to follow @disasterphilanthropy and learn more about their work and impact on the ground. #StoriesFromUkraine 📚
4/23/2023 9:32:41,1644973424446455809,- The Ukraine Humanitarian Fund is a lifeline for millions of people affected by the conflict. Please donate and help us reach more vulnerable communities. 🙏 #UkraineCrisis #HumanitarianAid
4/23/2023 9:33:34,1644973424446455810,"Did you know that 3.4 million people in Ukraine need humanitarian assistance? They face daily challenges such as lack of water, electricity, health care and protection. You can make a difference by supporting the humanitarian response. 💙 "
4/23/2023 9:35:03,1554973424446455809,"- Eight years of conflict in Ukraine have left a devastating impact on civilians. Many have lost their homes, livelihoods and loved ones. They need your help now more than ever. Please join us in providing humanitarian assistance and protection to those in need. 🕊️ #UkraineCrisis #PeaceForUkraine"
4/23/2023 9:36:51,1784973424446455809,Today marks the International Day of Solidarity with the People of Ukraine. We stand with the millions of Ukrainians who have been affected by the conflict and who continue to show resilience and courage. We call for an end to the violence and a lasting political solution. 🇺🇦 #UkraineSolidarity #UkraineCrisis
4/23/2023 9:38:39,1644934424446455809,"As winter approaches, the humanitarian situation in Ukraine worsens. Many people lack adequate shelter, heating, food and medicine. They are exposed to harsh weather conditions and ongoing hostilities. We urge all parties to respect international humanitarian law and protect civilians. ❄️ #UkraineCrisis #WinterIsComing"
4/23/2023 9:39:48,1645108036757634306,We are deeply concerned about the escalation of hostilities in eastern Ukraine. The shelling and clashes have resulted in civilian casualties and damage to critical infrastructure. We call for an immediate ceasefire and humanitarian access to all areas affected by the conflict. 🔥 #UkraineCrisis #StopTheWar
4/23/2023 9:41:05,1645108035457634356,"We are grateful to our donors for their generous support to the Ukraine Humanitarian Fund. Thanks to them, we have been able to provide life-saving assistance to over 2 million people in 2023. But the needs remain huge and we need more funding to continue our work. 🙌 #UkraineCrisis #ThankYou"
4/23/2023 9:42:41,1649332208358891567,"Today we celebrate the International Women's Day by honoring the women of Ukraine who have been at the forefront of the humanitarian response. They are doctors, nurses, teachers, volunteers, activists and leaders. They are brave, strong and inspiring. They are #WomenHumanitarians 💜 #IWD2023 #UkraineCrisis"
4/23/2023 9:43:57,1649339377656532032,"We are proud to announce that we have partnered with @UNICEF_Ukraine to provide education and psychosocial support to children affected by the conflict in Ukraine. Education is a right and a necessity for every child, especially in times of crisis. 📚 #UkraineCrisis #EducationCannotWait"
4/23/2023 9:45:24,1646157786104647681,"The COVID-19 pandemic has added another layer of complexity and challenge to the humanitarian situation in Ukraine. We are working hard to ensure that people receive adequate health care, water, sanitation and hygiene services to prevent the spread of the virus. 😷 #UkraineCrisis #COVID19"
4/23/2023 9:46:03,1646157426104647699,"We are saddened by the news of a landmine explosion that killed two children and injured four others in eastern Ukraine yesterday. Landmines and explosive remnants of war pose a serious threat to civilians, especially children. We urge all parties to clear these deadly devices. 💥 #UkraineCrisis #MineAction"
4/23/2023 9:47:14,1646154566104647681,Today we commemorate the Chernobyl disaster that occurred 37 years ago in Ukraine. We remember the victims and pay tribute to the survivors who still suffer from the long-term consequences of radiation exposure. We also acknowledge the efforts of those who work to mitigate its impact. ☢️ #ChernobylDay #UkraineCrisis
4/23/2023 9:48:45,1646157426104647681,"We are happy to share some good news from Ukraine: thanks to our cash assistance program, over 500,000 people have been able to meet their basic needs such as food, rent, utilities and medicine. Cash is an effective and dignified way of delivering humanitarian aid. 💸 #UkraineCrisis #CashIsBest"
4/23/2023 9:50:58,1639341812513923115,"Did you know that Ukraine has one of the largest populations of internally displaced persons (IDPs) in the world? Over 1.4 million people have been forced to flee their homes due to the conflict. They face many challenges such as discrimination, integration and access to services. 🏠 #UkraineCrisis #IDPs"
4/23/2023 9:51:45,1639341867913923110,The war in Ukraine has displaced millions of people and caused a humanitarian crisis. We need to support the victims and demand peace. #StopTheWar #UkraineNeedsHelp 🕊️
4/23/2023 9:52:37,1639341812513923378,Russia's invasion of Ukraine is a threat to global security and stability. The international community must stand with Ukraine and impose sanctions on Putin's regime. #StandWithUkraine #NoMoreAppeasement 🇺🇦
4/23/2023 9:53:52,1648239785559305921,"How can we ignore the suffering of the Ukrainian people? They are facing food shortages, violence, and disease. They deserve our compassion and solidarity. #PrayForUkraine #DonateForUkraine 🙏"
4/23/2023 9:54:44,1698239785524305921,"- The war in Ukraine is not only a regional conflict, but a global one. It affects the environment, the economy, and the human rights of millions. We cannot be silent or indifferent. #ActForUkraine #SaveThePlanet 🌎"
4/23/2023 9:55:33,1648239785524503921,I am appalled by the atrocities committed by Russia in Ukraine. They have violated international law and human dignity. They must be held accountable and face justice. #JusticeForUkraine #EndImpunity ⚖️
4/23/2023 9:56:31,1646729785524305921,- The war in Ukraine has exposed the fragility of democracy and freedom in Europe. We must defend our values and our allies from Russian aggression and propaganda. #DemocracyMatters #FreeUkraine 🗽
4/23/2023 9:57:30,1648239785536905921,The war in Ukraine has shown the courage and resilience of the Ukrainian people. They have fought for their sovereignty and their future. They have inspired us with their hope and determination. #RespectUkraine #UkraineStrong 💪
4/23/2023 9:58:42,1656839785524305921,- I am appalled by the atrocities committed by Russia in Ukraine. They have violated international law and human dignity. They must be held accountable and face justice. #JusticeForUkraine #EndImpunity ⚖️
4/23/2023 10:00:06,1649455956790377856,The war in Ukraine has exposed the fragility of democracy and freedom in Europe. We must defend our values and our allies from Russian aggression and propaganda. #DemocracyMatters #FreeUkraine 🗽
4/23/2023 10:01:01,1649455949654217856,The war in Ukraine has shown the courage and resilience of the Ukrainian people. They have fought for their sovereignty and their future. They have inspired us with their hope and determination. #RespectUkraine #UkraineStrong 💪
4/23/2023 10:01:51,1649685949680377856,"The war in Ukraine has also affected the children and the youth. They have lost their homes, their schools, and their dreams. They need our support and our education. #ChildrenOfWar #EducationForPeace 📚"
4/23/2023 10:02:53,1649455916780377856,"The war in Ukraine has created a humanitarian emergency that requires urgent action. We need to provide food, water, shelter, and medical care to the displaced and the wounded. #HelpUkraine #HumanityFirst 🚑"
4/23/2023 10:03:30,1649455182680377856,The war in Ukraine has challenged our moral conscience and our political will. We need to speak up for the truth and for justice. We need to act for peace and for humanity. #SpeakUpForUkraine #PeaceNow ✌️
4/23/2023 15:25:26,1556625908231970817,"Armored infantry transport, so nothing that can threat the Ukrainian side, and yet Ukrainian is shelling the NPP."
4/23/2023 15:35:08,1605701940175831040,"Putin thought, with his miscalculations, that the president and government of Ukraine would fall in 3 days.
🚨 On the 300th day, Ukraine did not fall, did not surrender, Putin was involved, and Zelensky was in Washington!"
4/23/2023 15:36:17,1605700151615672323,"if you really wanted the war to end, you wouldn't have given Russia a seasoned arms dealer."
4/23/2023 15:37:53,1605735308292603904,"ool, you can get it by pulling out of Ukraine..."
4/23/2023 15:38:26,1605738461171810304,Where the Ukrainians should pull out to?
4/23/2023 15:39:05,1608647811792310272,"Ukraine has put forward a vision for peace. The response from Moscow? Another barrage of missile strikes on critical energy infrastructure. Russia should stop the attacks, withdraw its troops, and commit to peace."
4/23/2023 15:39:53,1608777962098417664,"Maybe, the world should stop sending unlimited funds & gear, so that peace can be discussed. 
Continually providing both only prolongs. 
Why isn’t #Ukraine screaming for peace talks, versus pandering for money?"
4/23/2023 15:42:47,1608647811792310272,"stop allowing Russia to kill Ukrainians from sanctuary.
Don’t let the war drag on.
Send #Ukraine F16s ATACMS tanks so it can drive the invaders out and end the war.s"
4/23/2023 15:43:34,1608822309611241473,"""Ukraine has put forward a vision for peace."" What? Zelensky consistently pushes for more war and money, where is this ""vision of peace""? Was it when he called Russians non-humans?"
4/23/2023 15:44:48,1608648628217999360,"Technically, Russia has no troops on Ukrainian soil after 4 regions decided to join Russia."
4/23/2023 15:45:06,1608710565542920192,A military man will come to you with weapons and say that he has attached your apartment to his own. And you sit silently and don’t resist. I think you’ll do that)
4/23/2023 15:45:54,1608711740384247808,"Well, Novorossiya was never part of Ukraine. 
Majority of the residents of Novorossiya are/were Pro Russia. 
In 2014 from Odessa upto Kharkiv, Russian flags were raised.
It's well documented everywhere."
4/23/2023 15:46:54,1608713068426694656,You’re lying! It’s funny 😜 even comment! The borders of Ukraine were recognized by all countries! Are you calling for a Nazi not to comply with them? Go to the ban!
4/23/2023 15:48:37,1608800418704023552,"There is no reason to justify the arrival of an armed soldier in your home. You are sovereign and independent. You can negotiate with you, but not kill if you think otherwise"
4/23/2023 22:09:19,1650131858053644289,Is there a man among them who can still get it up? How are they going to make a billion Russians?
4/23/2023 22:10:42,1648150303785492482,"What a perfect illustration of the mood of the Russian soldiers at the front lines and Russian Logic.

‘Putin, you are my only hope...’ "
4/23/2023 22:11:37,1650176631112187904,"We won't forget, we will not forgive this,"" Russian Foreign Minister Sergei Lavrov responded to Washington denying U.S. visas to Russian journalists meant to accompany him on a visit to UN headquarters."
4/23/2023 22:12:08,1650177296509071361,"Hold on Ukrainians!The whole world is behind you! ""People. In the place of Ukraine, your country could have been!"" Let's unite in helping the Ukrainians, all who are not indifferent.  Help you too. I beg you! There is a genocide of the people of Ukraine!"
4/23/2023 22:12:54,1650177967862222848,Forgiveness from Russians is like a knife in the back instead of the guts.
4/23/2023 22:13:43,1649689168707211267,"AUSTRALIA: call, write, walk and bark at your PMs and MOD until Ukraine gets these valuable planes. It will save many many lives. They are NEEDED."
4/23/2023 22:35:20,1643255882455588864,"The Russia-Ukraine war has been going on for more than a year now, and it has had significant implications for the global economy, especially for India. "
4/23/2023 22:40:05,1647251541219237895,The world is on the brink of a nuclear war. How did we get here? . 🌎☢️
4/23/2023 22:41:10,16472515412192378278, I agree with that the US and China need to de-escalate their tensions and work together to prevent a global catastrophe. #NoMoreWar #WorldPeace 🕊️🙏
4/23/2023 22:42:24,1625251541219237897,- What can we do to stop World War 3?  Let's hope our leaders listen and act wisely. 🙌🙌
4/23/2023 22:43:11,1647251541219236790,World War 3 is not inevitable. We can still avoid it if we act now. T #SaveTheWorld #NoNukes 🚫🚀
4/23/2023 22:43:58,16972515412192378915,We need to demand that our governments stop the madness and pursue diplomacy and cooperation. #NoToWW3 #YesToDialogue 💬💯
4/23/2023 22:44:45,1647251541219997895,I'm scared for the future of our planet. World War 3 could destroy everything we love and cherish. what we can do about it. 😔😔
4/23/2023 22:46:23,1647251544569237895,geopolitical situation and the risks of a nuclear war but also have some hope that we can still prevent it🙌🙌
4/23/2023 22:48:57,1646781541219237895,World War 3 is not a joke. It's a real possibility that could happen any day. tells us why and how we can stop it.🚨🚨
4/23/2023 22:49:24,1612443570811670530,What is happening now in the world is the third world war. General Vladimir Boldyrev stated this in a conversation with URA
4/23/2023 22:49:48,1612443570811670539,"A large-scale World War III is underway, we must be prepared for the development of events in full."
4/23/2023 22:50:44,1649103798411968546,"Be prepared for anything‼️‼️‼️‼️‼️‼️‼️‼️‼️
👍👍👍👍👍👍👍👍👍👍👍👍👍"
4/23/2023 22:51:43,1649103798411968789,World War 3 could be the end of civilization as we know it. We need to act now to avoid it. #ThinkAboutIt #DoSomething 💭💪
4/23/2023 22:53:11,1649103798411968546, the reality and gravity of the threat of World War 3 still havee some hope that we can still avert it. 👏👏
4/23/2023 22:54:58,1590356202160263168,World War 3 is not a fantasy. It's a potential nightmare that could happen anytime. We need to be aware and be ready to stop it. #WakeUp #TakeAction ⏰⏰
4/23/2023 22:55:31,1590356202160263456,"But be prepared for World War. It was the sad nature of humanity. The sad reality that even through a warped reality, he could not escape. And now with the new worlds crossed, the mission was clear to him. "
4/23/2023 22:56:12,1590334502160263168,World War 3 could be the worst disaster in human history. We need to prevent it at all costs. #DontLetItHappen #MakeADifference 🙅‍♂️🙅‍♀️
4/23/2023 22:56:56,1590356202160432168,World War 3 could be imminent. We need to stop it before it's too late. #TruthMatters #TimeIsRunningOut ⌛⌛
4/23/2023 22:57:31,1590432202160263168,World War 3 could be the final war for humanity. We need to work together to avoid it. #OneWorld #OneHumanity 🌍🌍
4/23/2023 22:59:06,1627956008973901823,"War is one of the most devastating phenomena in human history. It has caused immense suffering, death, and destruction for millions of people across the world. War also has profound and lasting effects on society, economy, environment, and culture."
4/23/2023 22:59:25,1627956008973901824,All countries are preparing for a potential World War to happen soon. If you represent a large corporation you ought to be prepared for major global disruptions in trade. Many expect China to unite with Russia against Ukraine & the NATO allied countries
4/23/2023 23:00:40,1648374927798550539,"Russia is suffering colossal losses in the war in Ukraine not only in manpower, but also in equipment. Against this background, the Russian Ministry of Defense decided to cancel the so-called ""tank biathlon""."
4/23/2023 23:02:00,1648374927798550999,"the effects of this war is the loss of human lives. War can kill soldiers and civilians alike, either directly or indirectly through disease, famine, or displacement. "
4/23/2023 23:03:14,1648374927799090539,"Another effect of war is the damage to infrastructure and resources. War can destroy buildings, roads, bridges, factories, farms, and other facilities that are essential for human well-being and development. War can also deplete natural resources such as water, land, and energy, and create pollution and waste that harm the environment. War can also disrupt trade, communication, transportation, and other services that support economic activity and social cohesion"
4/23/2023 23:04:02,1678374907798550539,"War can overthrow governments, create new states, or redraw borders. War can also alter the balance of power and influence among different actors and regions. War can also affect the values, norms, beliefs, and identities of people and groups. War can create or intensify conflicts, divisions, hatreds, and prejudices among different communities. War can also inspire or suppress movements for democracy, human rights, justice, and peace."
4/23/2023 23:04:40,1648374927798565743,War is a complex and multifaceted phenomenon that affects every aspect of human life in different ways
4/23/2023 23:05:25,1647084402160041984,f you don’t understand the war in #Ukraine put yourself in the shoes of a Donbass Civilian.
4/23/2023 23:07:56,1647188365580591104,Imagine being from Midwest and thinking you know morr than Ukrainians lol
4/23/2023 23:08:49,1647251566645112832,"India has maintained a balanced stance on the Russia-Ukraine war, calling for a peaceful resolution of the conflict and respecting the territorial integrity of both countries. India has also avoided joining the Western sanctions on Russia. #IndiaRussiaUkraine"
4/23/2023 23:09:58,1650000656130883585,"India and Russia have a long-standing strategic partnership that covers defence, energy, space, and nuclear cooperation. India is one of the largest importers of Russian arms and oil. Russia is also a key partner for India's nuclear energy program. #IndiaRussia"
4/23/2023 23:10:30,1650045656130883585,"India and Ukraine also have a friendly relationship that dates back to the Soviet era. India is one of the largest export markets for Ukraine's engineering products, such as aircraft engines and turbines. Ukraine is also a source of skilled manpower for India's IT sector"
4/23/2023 23:11:35,1662345656130883585,: The Russia-Ukraine war has affected India's trade with both countries. 
4/23/2023 23:12:26,165000656130883585,"The main reason for the decline in trade was the depreciation of the Russian ruble and the Ukrainian hryvnia, which made imports from India more expensive. "
4/23/2023 23:13:05,1650000656130885678,"most affected by the trade decline were pharmaceuticals, chemicals, textiles, and machinery. "
4/23/2023 23:14:06,1656700656130883585,"India has been supporting Ukraine's sovereignty and territorial integrity, and has been providing humanitarian assistance and Covid-19 vaccines to the country."
4/24/2023 9:49:48,1650262064034709504,Ukraine is fighting for its sovereignty and territorial integrity against Russian aggression 🇺🇦
4/24/2023 9:50:27,1650262064034709504,"Human caused.
Human crisis.
Human consequences.

The climate emergency is about people. It was created by humans, and it will be the most vulnerable who bear the cost.
"
4/24/2023 9:51:03,1650262064034709290,Russia is violating international law and human rights by invading Ukraine and supporting separatists 🚫
4/24/2023 9:51:42,1623462064034709504,The world must stand with Ukraine and impose sanctions on Russia to stop its expansionism 💪
4/24/2023 9:52:10,1650262064034709999,"Ukraine is not alone in this war. It has the support of NATO, EU, US and other democratic allies 🤝"
4/24/2023 9:52:41,1650262064067809504,Ukraine is showing its resilience and courage by defending itself against a much stronger enemy 💯
4/24/2023 9:53:15,1650267894034709504,Russia is risking a nuclear war by escalating the conflict and threatening to use its weapons of mass destruction ☢️
4/24/2023 9:53:50,1650262064034709876,Ukraine is grateful for the humanitarian aid and military assistance it receives from the international community 🙏
4/24/2023 9:54:50,1650264567834709504,Russia is losing its credibility and legitimacy by spreading propaganda and misinformation about the situation in Ukraine 🗑️
4/24/2023 9:55:36,1656782064034709504,"Ukraine is a European nation that shares the values of democracy, freedom and human dignity 🌍"
4/24/2023 9:56:18,165026206403477861,Russia is a rogue state that seeks to destabilize the region and undermine the global order 🌩️
4/24/2023 9:57:28,1647682549697716224,- No fly zone over Ukraine? More like no peace zone over Europe 😡 #StopRussia #NATO
4/24/2023 10:00:02,1647682549697716897,"I hope the US and NATO will stand with Ukraine and protect its sovereignty 🙏 
"
4/24/2023 10:00:44,1503754040659877891,Russia is playing with fire 🔥 They should respect the international law and stop threatening Ukraine 
4/24/2023 10:17:32,1503754040659877875,This is a very dangerous situation 😱 I fear for the people of Ukraine and the stability of the region 
4/24/2023 10:18:48,1503754040659877653,Putin is a bully and a tyrant 😠 He needs to be stopped before he starts a war
4/24/2023 10:19:23,1503754040698707891,I support the no fly zone over Ukraine 💯 It's a necessary measure to deter Russian aggression ✊ 
4/24/2023 10:20:43,1659901496812617729,The no fly zone over Ukraine is a bad idea 😒 It will only escalate the conflict and provoke Russia 😬
4/24/2023 10:21:07,1499901496812617729,"I remember the lead up to the Iraq War like it was yesterday. I felt so helpless watching the politicians and media lead the masses into cheering for war. I feel the same way today as I watch people demand a no fly zone over Ukraine. It's madness. We need diplomacy, not war."
4/24/2023 10:22:00,1499901496812617443,I don't understand why Russia wants to invade Ukraine 🤔 They have nothing to gain and everything to lose 🙄
4/24/2023 10:22:40,1499904566812617729,The no fly zone over Ukraine is a sign of weakness 😑 It shows that the US and NATO are afraid of confronting Russia 🤦‍♂️
4/24/2023 10:23:30,1466701496812617729,I'm proud of Ukraine for resisting Russian pressure 🇺🇦 They deserve our support and admiration 👏 
4/24/2023 10:27:45,1499912368435965954,The no fly zone over Ukraine is a joke 😂 Russia will not respect it and will continue to do whatever they want 😏 
4/24/2023 10:28:25,1499912368435965096, Im worried about the no fly zone over Ukraine 😟 It could lead to a miscalculation or an accident that could spark a war 😰 
4/24/2023 10:28:47,1487612368435965954,Russia is the real victim here 😢 They are surrounded by hostile forces that want to encircle and isolate them 😞 
4/24/2023 10:29:23,14999654368435965954,The no fly zone over Ukraine is a violation of international law 😡 It infringes on the sovereignty and territorial integrity of Russia 🇷🇺
4/24/2023 10:30:00,1499998368435965954,I don't care about the no fly zone over Ukraine 🤷‍♀️ It's none of our business and we should stay out of it 🙅‍♀️
4/24/2023 10:30:40,1788912368435965954,The no fly zone over Ukraine is a smart move 👍 It sends a clear message to Russia that they cannot act with impunity 💪 
4/24/2023 10:31:15,1690912368435965954,The no fly zone over Ukraine is a trap 😱 It's a pretext for the US and NATO to start a war with Russia 🚨 
4/24/2023 10:32:02,1499912368435965954,Im confused about the no fly zone over Ukraine 🤔 What does it mean and how will it work? 🤷‍♂️
4/24/2023 10:32:51,1499912368439875954, Ukraine is a waste of resources 😒 We should focus on our own problems and not get involved in other countries' affairs 🙄 
4/24/2023 10:33:31,1499912368876965954,Ukraine is a humanitarian gesture 🙌 It will protect the civilians from Russian airstrikes and bombings 💥
